tweet_text,recipient,emotion,brand,lemmatized_review,emotion_code
"['link', 'rt', 'user', 'quotgoogle', 'tweetquot', 'new', 'quotthink', 'speakquot', 'mark', 'belinsky', '911tweets', 'panel', 'sxsw']",none,No emotion toward brand or product,none,link rt user quotgoogle tweetquot new quotthink speakquot mark belinsky 911tweets panel sxsw,2
"['link', 'rt', 'user', '1st', 'stop', 'sxsw', 'chaos', 'amp', 'user', 'hunt', 'austin', 'java', 'get', 'spy', 'game', '4', 'chance', '2', 'win', 'ipad']",iPad,Positive emotion,Apple,link rt user 1st stop sxsw chaos amp user hunt austin java get spy game 4 chance 2 win ipad,3
"['link', 'rt', 'user', 'sxsw', 'check', 'holler', 'gram', 'ipad', 'app', 'user', 'link']",none,No emotion toward brand or product,none,link rt user sxsw check holler gram ipad app user link,2
"['user', 'user', 'amp', 'user', 'fun', 'google', 'pic', 'sxsw', 'link']",none,No emotion toward brand or product,none,user user amp user fun google pic sxsw link,2
"['quotvia', 'user', 'link', 'guy', 'kawasaki', 'talk', 'enchanted', 'sxsw', 'know', 'stuff', 'book', 'internet', 'apple', 'sxsw', 'quot']",none,No emotion toward brand or product,none,quotvia user link guy kawasaki talk enchanted sxsw know stuff book internet apple sxsw quot,2
"['futuremf', 'user', 'link', 'spec', 'recipe', 'web', 'google', 'search', 'link', 'sxsw']",none,No emotion toward brand or product,none,futuremf user link spec recipe web google search link sxsw,2
"['omfg', 'rt', 'user', 'heard', 'apple', 'popup', 'store', 'downtown', 'austin', 'pic', 'already', 'gowalla', 'link', 'sxsw', 'ipad2']",Apple,Positive emotion,Apple,omfg rt user heard apple popup store downtown austin pic already gowalla link sxsw ipad2,3
"['smile', 'rt', 'user', 'think', 'apple', 'quotpopup', 'storequot', 'austin', 'would', 'lot', 'interesting', 'actually', 'know', 'popped', 'sxsw']",Apple,No emotion toward brand or product,Apple,smile rt user think apple quotpopup storequot austin would lot interesting actually know popped sxsw,2
"['rt', 'user', 'line', 'apple', 'store', 'insane', 'sxsw']",none,Negative emotion,none,rt user line apple store insane sxsw,1
"['agree', 'rt', 'user', 'wait', 'fiona', 'apple', 'town', 'somebody', 'kidnap', 'put', 'recording', 'studio', 'record', 'new', 'album', 'sxsw']",none,No emotion toward brand or product,none,agree rt user wait fiona apple town somebody kidnap put recording studio record new album sxsw,2
"['sxsw', 'user', 'user', 'want', 'buy', 'drink', '7pm', 'fado', '4th', 'link', 'join', 'u']",none,No emotion toward brand or product,none,sxsw user user want buy drink 7pm fado 4th link join u,2
"['attending', 'user', 'ipad', 'design', 'headache', 'sxsw', 'link']",iPad,Negative emotion,Apple,attending user ipad design headache sxsw link,1
"['boo', 'rt', 'user', 'flipboard', 'developing', 'iphone', 'version', 'android', 'say', 'user', 'sxsw']",none,Negative emotion,none,boo rt user flipboard developing iphone version android say user sxsw,1
"['check', 'user', 'user', 'amp', 'user', 'line', 'ipad', '2', 'austin', 'power', 'sxswi', 'sxsw', 'link']",iPad,Positive emotion,Apple,check user user amp user line ipad 2 austin power sxswi sxsw link,3
"['check', 'rt', 'user', 'giving', 'added', 'value', 'location', 'based', 'service', 'need', 'battle', 'checkin', 'fatigue', 'google', 'pnid', 'sxsw']",none,No emotion toward brand or product,none,check rt user giving added value location based service need battle checkin fatigue google pnid sxsw,2
"['chilcott', 'user', 'sxsw', 'stand', 'talking', 'blogger', 'staff', 'late', 'win', 'competition', 'best', 'tweet', 'mentioning', 'user', 'tshirt']",none,No emotion toward brand or product,none,chilcott user sxsw stand talking blogger staff late win competition best tweet mentioning user tshirt,2
"['rt', 'user', 'come', 'party', 'w', 'google', 'tonight', 'sxsw', 'link', 'band', 'food', 'art', 'ice', 'cream', 'nifty', 'interactive', 'map']",Google,Positive emotion,Google,rt user come party w google tonight sxsw link band food art ice cream nifty interactive map,3
"['gowallas', 'user', 'promise', 'launch', 'foursquare', 'checkin', 'groupon', 'rewardstype', 'service', 'sxsw', 'finger', 'crossed', 'link']",none,No emotion toward brand or product,none,gowallas user promise launch foursquare checkin groupon rewardstype service sxsw finger crossed link,2
"['haha', 'rt', 'user', 'sxsw', 'news', 'yahoocom', 'loosing', 'search', 'traffic', 'new', 'site', 'googlecom', 'doubt', 'last', 'though', 'w', 'weird', 'name']",none,No emotion toward brand or product,none,haha rt user sxsw news yahoocom loosing search traffic new site googlecom doubt last though w weird name,2
"['holla', 'rt', 'user', 'google', 'party', 'best', 'ever', 'get', 'butt', 'sxsw']",Google,Positive emotion,Google,holla rt user google party best ever get butt sxsw,3
"['love', 'user', 'iphone', 'case', 'sxsw', 'get', 'phone', 'fail']",iPhone,Positive emotion,Apple,love user iphone case sxsw get phone fail,3
"['worship', 'user', 'link', 'sxsw']",none,No emotion toward brand or product,none,worship user link sxsw,2
"['ipad2', 'rt', 'user', 'droid', 'amp', 'mac', 'rt', 'user', 'agnerd', 'confession', 'using', 'laptop', 'ipad', 'amp', 'blackberry', 'follow', 'sxsw']",none,No emotion toward brand or product,none,ipad2 rt user droid amp mac rt user agnerd confession using laptop ipad amp blackberry follow sxsw,2
"['launching', 'user', 'sxsw', 'rt', 'user', 'user', 'denies', 'social', 'network', 'called', 'circle', 'debut', 'today', 'despite', 'report', 'link']",none,No emotion toward brand or product,none,launching user sxsw rt user user denies social network called circle debut today despite report link,2
"['new', 'post', 'user', 'iphone', 'app', 'make', 'easy', 'connect', 'social', 'network', 'people', 'meet', 'link', 'sxsw']",iPad or iPhone App,Positive emotion,Apple,new post user iphone app make easy connect social network people meet link sxsw,3
"['nice', 'user', 'iphone', 'app', 'behaving', 'today', 'crash', 'yesterday', 'ridiculous', 'sxsw']",iPad or iPhone App,Positive emotion,Apple,nice user iphone app behaving today crash yesterday ridiculous sxsw,3
"['nice', 'rt', 'user', 'apple', 'opening', 'popup', 'store', 'ipad', 'launch', 'downtown', 'austin', 'sxsw', 'link', 'via', 'user']",none,No emotion toward brand or product,none,nice rt user apple opening popup store ipad launch downtown austin sxsw link via user,2
"['nice', 'rt', 'user', 'hey', 'apple', 'fan', 'get', 'peek', 'space', 'slated', 'popup', 'sxsw', 'apple', 'store', 'tomorrow', 'link']",Apple,Positive emotion,Apple,nice rt user hey apple fan get peek space slated popup sxsw apple store tomorrow link,3
"['one', 'thing', 'user', 'great', 'get', 'great', 'earth', 'face', 'google', 'company', 'love', 'sxsw', 'sxwsi']",Google,Positive emotion,Google,one thing user great get great earth face google company love sxsw sxwsi,3
"['stay', 'tune', 'user', 'showcase', 'h4ckers', 'link', 'sxsw']",none,No emotion toward brand or product,none,stay tune user showcase h4ckers link sxsw,2
"['thank', 'user', 'user', 'touchingstories', 'preso', 'sxsw', 'deck', 'link']",none,No emotion toward brand or product,none,thank user user touchingstories preso sxsw deck link,2
"['thank', 'user', 'awesome', 'sxsw', 'party', 'link']",none,No emotion toward brand or product,none,thank user awesome sxsw party link,2
"['thanks', 'rt', 'user', 'trying', 'contact', 'friend', 'family', 'japan', 'user', 'created', 'person', 'finder', 'link', 'sxsw']",none,No emotion toward brand or product,none,thanks rt user trying contact friend family japan user created person finder link sxsw,2
"['thanks', 'user', 'mention', 'new', 'speech', 'ipad', 'apps', 'showcased', 'sxsw', 'conf', 'link', 'sxswh', 'sxsh']",iPad or iPhone App,Positive emotion,Apple,thanks user mention new speech ipad apps showcased sxsw conf link sxswh sxsh,3
"['thanks', 'user', 'publishing', 'news', 'user', 'new', 'medical', 'apps', 'sxswi', 'conf', 'blog', 'link', 'sxsw', 'sxswh']",none,I can't tell,none,thanks user publishing news user new medical apps sxswi conf blog link sxsw sxswh,0
"['thanks', 'user', 'publishing', 'news', 'new', 'medical', 'apps', 'sxswi', 'conf', 'blog', 'link', 'sxsw', 'sxswh', 'mhealth']",none,No emotion toward brand or product,none,thanks user publishing news new medical apps sxswi conf blog link sxsw sxswh mhealth,2
"['user', 'sxsw', 'provide', 'iphone', 'charger', 'changed', 'mind', 'going', 'next', 'year']",iPhone,Negative emotion,Apple,user sxsw provide iphone charger changed mind going next year,1
"['wonder', 'user', 'amp', 'user', 'apple', 'flashmob', 'tcrnchfcs45j', 'sxsw', 'ipad2']",none,No emotion toward brand or product,none,wonder user amp user apple flashmob tcrnchfcs45j sxsw ipad2,2
"['wonder', 'user', 'putting', 'tip', 'user', 'api', 'sxsw', 'suxsw']",none,No emotion toward brand or product,none,wonder user putting tip user api sxsw suxsw,2
"['xmas', 'rt', 'user', 'shiny', 'new', 'user', 'user', 'user', 'apps', 'new', 'user', 'book', 'popup', 'ipad', '2', 'store', 'sxsw', 'christmas', 'nerd']",iPad,Positive emotion,Apple,xmas rt user shiny new user user user apps new user book popup ipad 2 store sxsw christmas nerd,3
"['yai', 'rt', 'user', 'new', 'ubersocial', 'iphone', 'app', 'store', 'includes', 'uberguide', 'sxsw', 'sponsored', 'cont', 'link']",iPhone,Positive emotion,Apple,yai rt user new ubersocial iphone app store includes uberguide sxsw sponsored cont link,3
"['yes', 'rt', 'user', 'hey', 'user', 'got', 'another', 'gem', 'gt', 'free', 'user', 'sxsw', 'link', 'sxsw']",none,No emotion toward brand or product,none,yes rt user hey user got another gem gt free user sxsw link sxsw,2
"['fast', 'fun', 'amp', 'future', 'user', 'google', 'presenting', 'sxsw', 'search', 'local', 'mobile']",Google,Positive emotion,Google,fast fun amp future user google presenting sxsw search local mobile,3
"['gsdampm', 'amp', 'google', 'industry', 'party', 'tonight', 'user', 'see', 'link', 'sxsw', 'austin', 'welivehere', 'gsdm']",none,No emotion toward brand or product,none,gsdampm amp google industry party tonight user see link sxsw austin welivehere gsdm,2
"['new', 'buzz', 'quotuser', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'rt', 'user', 'sxswquot']",none,No emotion toward brand or product,none,new buzz quotuser google launch major new social network called circle possibly today link rt user sxswquot,2
"['headline', 'quotipad', '2', 'musthave', 'gadget', 'sxswquot', 'hmm', 'could', 'seen', 'one', 'coming', 'link', 'gadget']",iPad,Positive emotion,Apple,headline quotipad 2 musthave gadget sxswquot hmm could seen one coming link gadget,3
"['\x89ûïuser', 'quotapple', 'opened', 'popup', 'store', 'austin', 'nerd', 'town', 'sxsw', 'get', 'new', 'ipads', 'link', 'wow']",none,I can't tell,none,ûïuser quotapple opened popup store austin nerd town sxsw get new ipads link wow,0
"['know', 'quotdatavizquot', 'translates', 'quotsatanicquot', 'iphone', 'sayin', 'sxsw']",none,Negative emotion,none,know quotdatavizquot translates quotsatanicquot iphone sayin sxsw,1
"['user', 'quotgoogle', 'launched', 'checkins', 'month', 'agoquot', 'check', 'in', 'ok', 'check', 'out', 'future', 'sxsw', 'bizzy']",Google,Positive emotion,Google,user quotgoogle launched checkins month agoquot check in ok check out future sxsw bizzy,3
"['user', 'quotgoogle', 'launched', 'checkins', 'month', 'agoquot', 'check', 'in', 'ok', 'check', 'out', 'future', 'sxsw', 'bizzy', 'via', 'user']",none,No emotion toward brand or product,none,user quotgoogle launched checkins month agoquot check in ok check out future sxsw bizzy via user,2
"['\x89ûïuser', 'quotgoogle', 'tweetquot', 'new', 'quotthink', 'speakquot', 'mark', 'belinsky', '911tweets', 'panel', 'sxsw\x89û\x9d']",Google,Positive emotion,Google,ûïuser quotgoogle tweetquot new quotthink speakquot mark belinsky 911tweets panel sxswû,3
"['attending', 'quotleft', 'brain', 'search', 'google', 'right', 'brain', 'search', 'xquot', 'bettersearch', 'talking', 'future', 'search', 'engine', 'sxsw']",none,No emotion toward brand or product,none,attending quotleft brain search google right brain search xquot bettersearch talking future search engine sxsw,2
"['hp', 'open', 'quotmobile', 'parkquot', 'amp', 'content', 'incubator', 'sxsw', 'link', 'apple', 'construct', 'quotpopupquot', 'store', 'link']",none,No emotion toward brand or product,none,hp open quotmobile parkquot amp content incubator sxsw link apple construct quotpopupquot store link,2
"['kawasaki', 'quotnot', 'c', 'lewis', 'level', 'reasoning', 'apple', 'continued', 'existence', 'evidence', 'existence', 'godquot', 'bawling', 'sxsw']",Apple,Positive emotion,Apple,kawasaki quotnot c lewis level reasoning apple continued existence evidence existence godquot bawling sxsw,3
"['kawasaki', 'quotpagemaker', 'saved', 'applequot', 'oh', 'day', 'sxsw', 'jwtatl', 'enchantment']",none,No emotion toward brand or product,none,kawasaki quotpagemaker saved applequot oh day sxsw jwtatl enchantment,2
"['kawasaki', 'quotpagemaker', 'saved', 'applequot', 'oh', 'day', 'sxsw', 'jwtatl', 'enchantment', 'via', 'user']",Apple,Positive emotion,Apple,kawasaki quotpagemaker saved applequot oh day sxsw jwtatl enchantment via user,3
"['spark', 'android', 'teamandroid', 'award', 'sxsw', 'read', 'link']",none,Positive emotion,none,spark android teamandroid award sxsw read link,3
"['unboxing', 'apple', 'sxsw', 'user', 'apple', 'store', 'sxsw', 'link']",none,No emotion toward brand or product,none,unboxing apple sxsw user apple store sxsw link,2
"['sxsw', 'apple', 'ipad', '2', 'great', 'thought', 'w', 'japan', 'apac', 'region', 'dealing', 'w', 'earthquake', 'amp', 'tsunami', 'trauma', 'sxswi']",iPad,Positive emotion,Apple,sxsw apple ipad 2 great thought w japan apac region dealing w earthquake amp tsunami trauma sxswi,3
"['sxsw', 'apple', 'school', 'marketing', 'expert', 'sxsw', 'cnet', 'blog', 'link']",none,No emotion toward brand or product,none,sxsw apple school marketing expert sxsw cnet blog link,2
"['sxsw', 'apple', 'school', 'marketing', 'expert', 'link']",Apple,Positive emotion,Apple,sxsw apple school marketing expert link,3
"['sxsw', 'apple', 'school', 'marketing', 'expert', 'link']",none,No emotion toward brand or product,none,sxsw apple school marketing expert link,2
"['temporary', 'apple', 'store', 'def', 'tent', 'powerhouse', 'gym', 'sxsw', 'link']",Apple,Positive emotion,Apple,temporary apple store def tent powerhouse gym sxsw link,3
"['temporary', 'apple', 'store', '6th', 'congress', 'sxsw', 'along', '100', 'happy', 'hipster']",Apple,Positive emotion,Apple,temporary apple store 6th congress sxsw along 100 happy hipster,3
"['\x89ûïuser', 'apple', 'win', 'sxsw', 'link', 'opening', 'temporary', 'store', 'downtown', 'austin', 'support', 'ipad2', 'launch', 'good']",Apple,Positive emotion,Apple,ûïuser apple win sxsw link opening temporary store downtown austin support ipad2 launch good,3
"['ipad', 'austin', 'trending', 'today', 'fun', 'sxsw', 'nerdy', 'nerd']",iPad,Positive emotion,Apple,ipad austin trending today fun sxsw nerdy nerd,3
"['headed', 'austin', 'sxsw', 'check', 'map', 'newbie', 'link', 'user', 'user', 'user', 'user', 'enjoy']",none,No emotion toward brand or product,none,headed austin sxsw check map newbie link user user user user enjoy,2
"['funny', 'austin', 'trending', 'sxsw', 'matter', 'minute', 'point', 'least', 'according', 'twitter', 'iphone']",none,No emotion toward brand or product,none,funny austin trending sxsw matter minute point least according twitter iphone,2
"['christian', 'ipad', 'iphone', 'devs', 'want', 'talk', 'sxsw', 'maybe', 'wk', 'together', 'cool', 'app', 'user']",iPad or iPhone App,Positive emotion,Apple,christian ipad iphone devs want talk sxsw maybe wk together cool app user,3
"['sxsw', 'ux', 'ipad', 'uxdes', 'remember', 'ultimately', 'aware', 'audience', 'app', 'targeted', 'towards', 'unexpected', 'experience', 'good']",none,No emotion toward brand or product,none,sxsw ux ipad uxdes remember ultimately aware audience app targeted towards unexpected experience good,2
"['apple', 'ipad2', 'taken', 'sxsw', 'austin', 'storm', 'link', 'user', 'excited', 'part', 'mobile']",iPad,Positive emotion,Apple,apple ipad2 taken sxsw austin storm link user excited part mobile,3
"['haz', 'ipad2', 'ifrom', 'sxsw', 'gr8', 'link']",iPad,Positive emotion,Apple,haz ipad2 ifrom sxsw gr8 link,3
