tweet_text,recipient,emotion,brand,lemmatized_review,emotion_code
"['know', 'quotdatavizquot', 'translates', 'quotsatanicquot', 'iphone', 'sayin', 'sxsw']",none,Negative emotion,none,know quotdatavizquot translates quotsatanicquot iphone sayin sxsw,1
"['user', 'quotgoogle', 'launched', 'checkins', 'month', 'agoquot', 'check', 'in', 'ok', 'check', 'out', 'future', 'sxsw', 'bizzy']",Google,Positive emotion,Google,user quotgoogle launched checkins month agoquot check in ok check out future sxsw bizzy,3
"['\x89ûïuser', 'quotgoogle', 'tweetquot', 'new', 'quotthink', 'speakquot', 'mark', 'belinsky', '911tweets', 'panel', 'sxsw\x89û\x9d']",Google,Positive emotion,Google,ûïuser quotgoogle tweetquot new quotthink speakquot mark belinsky 911tweets panel sxswû,3
"['kawasaki', 'quotnot', 'c', 'lewis', 'level', 'reasoning', 'apple', 'continued', 'existence', 'evidence', 'existence', 'godquot', 'bawling', 'sxsw']",Apple,Positive emotion,Apple,kawasaki quotnot c lewis level reasoning apple continued existence evidence existence godquot bawling sxsw,3
"['kawasaki', 'quotpagemaker', 'saved', 'applequot', 'oh', 'day', 'sxsw', 'jwtatl', 'enchantment', 'via', 'user']",Apple,Positive emotion,Apple,kawasaki quotpagemaker saved applequot oh day sxsw jwtatl enchantment via user,3
"['spark', 'android', 'teamandroid', 'award', 'sxsw', 'read', 'link']",none,Positive emotion,none,spark android teamandroid award sxsw read link,3
"['sxsw', 'apple', 'ipad', '2', 'great', 'thought', 'w', 'japan', 'apac', 'region', 'dealing', 'w', 'earthquake', 'amp', 'tsunami', 'trauma', 'sxswi']",iPad,Positive emotion,Apple,sxsw apple ipad 2 great thought w japan apac region dealing w earthquake amp tsunami trauma sxswi,3
"['sxsw', 'apple', 'school', 'marketing', 'expert', 'link']",Apple,Positive emotion,Apple,sxsw apple school marketing expert link,3
"['temporary', 'apple', 'store', 'def', 'tent', 'powerhouse', 'gym', 'sxsw', 'link']",Apple,Positive emotion,Apple,temporary apple store def tent powerhouse gym sxsw link,3
"['temporary', 'apple', 'store', '6th', 'congress', 'sxsw', 'along', '100', 'happy', 'hipster']",Apple,Positive emotion,Apple,temporary apple store 6th congress sxsw along 100 happy hipster,3
"['\x89ûïuser', 'apple', 'win', 'sxsw', 'link', 'opening', 'temporary', 'store', 'downtown', 'austin', 'support', 'ipad2', 'launch', 'good']",Apple,Positive emotion,Apple,ûïuser apple win sxsw link opening temporary store downtown austin support ipad2 launch good,3
"['ipad', 'austin', 'trending', 'today', 'fun', 'sxsw', 'nerdy', 'nerd']",iPad,Positive emotion,Apple,ipad austin trending today fun sxsw nerdy nerd,3
"['christian', 'ipad', 'iphone', 'devs', 'want', 'talk', 'sxsw', 'maybe', 'wk', 'together', 'cool', 'app', 'user']",iPad or iPhone App,Positive emotion,Apple,christian ipad iphone devs want talk sxsw maybe wk together cool app user,3
"['apple', 'ipad2', 'taken', 'sxsw', 'austin', 'storm', 'link', 'user', 'excited', 'part', 'mobile']",iPad,Positive emotion,Apple,apple ipad2 taken sxsw austin storm link user excited part mobile,3
"['haz', 'ipad2', 'ifrom', 'sxsw', 'gr8', 'link']",iPad,Positive emotion,Apple,haz ipad2 ifrom sxsw gr8 link,3
"['stack', 'ipad2s', 'waiting', 'bought', 'sxsw', 'got', 'mine', 'hassle', 'apple', 'handled', 'perfectly', 'link']",iPad,Positive emotion,Apple,stack ipad2s waiting bought sxsw got mine hassle apple handled perfectly link,3
"['smallbiz', 'need', 'review', 'play', 'google', 'placeswe', 'got', 'app', 'thatlink', 'seo', 'sxsw']",none,Positive emotion,none,smallbiz need review play google placeswe got app thatlink seo sxsw,3
"['take', 'sxsw', 'rt', 'user', 'major', 'south', 'korean', 'director', 'get', '1300', 'make', 'movie', 'entirely', 'iphone', 'link']",iPhone,Positive emotion,Apple,take sxsw rt user major south korean director get 1300 make movie entirely iphone link,3
"['beautiful', 'sxsw', 'user', 'apple', 'store', 'sxsw', 'pic', 'link']",Apple,Positive emotion,Apple,beautiful sxsw user apple store sxsw pic link,3
"['must', 'sxsw', 'app', 'rt', 'user', 'lovely', 'review', 'forbes', 'sxsw', 'ipad', 'app', 'holler', 'gram', 'link']",iPad or iPhone App,Positive emotion,Apple,must sxsw app rt user lovely review forbes sxsw ipad app holler gram link,3
"['temporary', 'sxsw', 'apple', 'store', 'apple', 'sneaky', 'usual', 'link']",Apple,Positive emotion,Apple,temporary sxsw apple store apple sneaky usual link,3
"['\x89ûïuser', 'sxsw', 'beta', 'testing', 'interactive', 'book', 'ipad', 'app', 'moonbot', 'studio', 'louisiana', 'cool', 'app\x89û\x9d']",iPad or iPhone App,Positive emotion,Apple,ûïuser sxsw beta testing interactive book ipad app moonbot studio louisiana cool appû,3
"['apple', 'sxsw', 'day', 'one', 'seeing', 'ton', 'ipad2']",iPad,Positive emotion,Apple,apple sxsw day one seeing ton ipad2,3
"['\x89ûïuser', 'sxsw', 'ipad', 'store', 'sold', 'everything', 'except', '64gig', 'wifi', 'white\x89û\x9d', 'user', 'manage', 'get']",iPad,Positive emotion,Apple,ûïuser sxsw ipad store sold everything except 64gig wifi whiteû user manage get,3
"['\x89ûïuser', 'sxsw', 'ipad', 'store', 'sold', 'everything', 'except', '64gig', 'wifi', 'white\x89û\x9d', 'also', 'known', 'white', 'jean', 'configuration']",iPad,Positive emotion,Apple,ûïuser sxsw ipad store sold everything except 64gig wifi whiteû also known white jean configuration,3
"['offered', 'sxsw', 'ipad', 'promo', 'ninjafinder', 'user', 'fan', 'sxsw', 'suck', 'sxsw']",iPad,Positive emotion,Apple,offered sxsw ipad promo ninjafinder user fan sxsw suck sxsw,3
"['poursite', 'sxsw', 'learning', 'lifechanging', 'impact', 'ipad', 'real', 'people', 'actual', 'life', 'bravo']",iPad,Positive emotion,Apple,poursite sxsw learning lifechanging impact ipad real people actual life bravo,3
"['user', 'sxsw', 'lonelyplanet', 'austin', 'guide', 'iphone', 'free', 'limited', 'time', 'link', 'lp', 'travel']",none,Positive emotion,none,user sxsw lonelyplanet austin guide iphone free limited time link lp travel,3
"['apple', 'sxsw', 'store', 'still', 'ipad', '2', 'short', 'line']",iPad,Positive emotion,Apple,apple sxsw store still ipad 2 short line,3
"['left', 'sxsw', 'tradeshow', 'demo', 'user', 'google', 'theatre', 'ok', 'get', 'see', 'presenter', 'using']",Other Google product or service,Positive emotion,,left sxsw tradeshow demo user google theatre ok get see presenter using,3
"['anyone', 'sxsw', 'want', 'make', 'quick', 'hundred', 'dollar', 'new', 'ipad2', 'ad', 'hoc', 'apple', 'store', 'get', 'hundred', 'plus', 'cost']",iPad,Positive emotion,Apple,anyone sxsw want make quick hundred dollar new ipad2 ad hoc apple store get hundred plus cost,3
"['monday', 'sxsw', 'barry', 'diller', 'new', 'york', 'time', 'congress', 'lunch', 'w', 'hotel', 'party', 'google', 'party', 'six', 'dirty', 'martini', 'monday']",Google,Positive emotion,Google,monday sxsw barry diller new york time congress lunch w hotel party google party six dirty martini monday,3
"['seriously', 'sxsw', 'testing', 'mobile', 'apps', 'constant', 'ipad', 'crash', 'causing', 'lost', 'schedule', 'sync', 'wp7']",iPad or iPhone App,Negative emotion,Apple,seriously sxsw testing mobile apps constant ipad crash causing lost schedule sync wp7,1
"['ready', 'sxsw', 'iphone', 'apps', '2', 'make', 'blogging', 'easier', 'link', 'sxsw', 'sxswi']",iPad or iPhone App,Positive emotion,Apple,ready sxsw iphone apps 2 make blogging easier link sxsw sxswi,3
"['ipad2', 'sxswa', 'conflagration', 'doofusness', 'link']",iPad,Negative emotion,Apple,ipad2 sxswa conflagration doofusness link,1
"['attention', 'sxswers', 'link', 'rumored', 'popup', 'temporary', 'apple', 'store', 'sxsw', 'ipad', '2', 'launch', 'need']",Apple,Positive emotion,Apple,attention sxswers link rumored popup temporary apple store sxsw ipad 2 launch need,3
"['went', 'sxswi', 'lousy', 'ipad', 'sxsw', 'link']",iPad,Positive emotion,Apple,went sxswi lousy ipad sxsw link,3
"['winning', 'picture', 'android', 'google', 'sxsw', 'link']",Android,Positive emotion,Google,winning picture android google sxsw link,3
"['spent', '100', 'come', 'sxsw', 'already', 'used', 'ipad', '1', 'wait', 'couple', 'city', 'block', 'ipad2', 'sxsw', 'link']",iPad,Negative emotion,Apple,spent 100 come sxsw already used ipad 1 wait couple city block ipad2 sxsw link,1
"['behind', '100', 'email', 'give', '1', 'line', 'iphone', 'composed', 'reply', 'sxsw', 'protip']",iPhone,Positive emotion,Apple,behind 100 email give 1 line iphone composed reply sxsw protip,3
"['like', '10pm', 'night', 'line', 'around', 'block', 'popup', 'apple', 'store', 'selling', 'ipad2s', 'sxsw']",iPad,Positive emotion,Apple,like 10pm night line around block popup apple store selling ipad2s sxsw,3
"['2', 'ipad', '2', 'seen', 'wild', 'people', 'say', 'fast', 'still', 'pic', 'terrible', 'sxsw']",iPad,Negative emotion,Apple,2 ipad 2 seen wild people say fast still pic terrible sxsw,1
"['ipad', '2', 'take', 'sxsw', 'video', 'user', 'link']",iPad,Positive emotion,Apple,ipad 2 take sxsw video user link,3
"['many', 'ipad', '2', 'snapping', 'away', 'keynote', 'slide', 'sxsw']",iPad,Positive emotion,Apple,many ipad 2 snapping away keynote slide sxsw,3
"['new', 'post', '3', 'iphone', 'apps', 'using', 'south', 'southwest', 'interactive', 'link', 'sxsw', 'sxswi']",iPad or iPhone App,Positive emotion,Apple,new post 3 iphone apps using south southwest interactive link sxsw sxswi,3
"['sweet', 'new', '3d', 'google', 'map', 'demo', 'going', 'ballroom', 'sxsw']",Other Google product or service,Positive emotion,,sweet new 3d google map demo going ballroom sxsw,3
"['35', 'million', 'mile', 'per', 'day', 'driving', 'google', 'map', 'navigation', 'sxsw']",Other Google product or service,Positive emotion,,35 million mile per day driving google map navigation sxsw,3
"['sxsw', 'day', '5', 'apple', 'store', 'still', 'lineand', 'growing', 'link']",Apple,Positive emotion,Apple,sxsw day 5 apple store still lineand growing link,3
"['band', 'sxsw', 'want', 'share', 'track', 'audience', 'stage', 'use', 'frostwire', 'android', 'wifi', 'available']",Android App,Positive emotion,Google,band sxsw want share track audience stage use frostwire android wifi available,3
"['iphone', 'need', 'caruse', 'zimride', 'etc', 'share', 'ride', 'sxsw', 'shareable']",iPad or iPhone App,Positive emotion,Apple,iphone need caruse zimride etc share ride sxsw shareable,3
"['picked', 'mophie', 'battery', 'case', '4', 'iphone', 'prep', 'sxsw', 'lugging', 'around', 'laptop', 'amp', 'using', 'phone', 'huge', 'win', 'last', 'year']",iPhone,Positive emotion,Apple,picked mophie battery case 4 iphone prep sxsw lugging around laptop amp using phone huge win last year,3
"['rumor', 'monger', 'good', 'read', 'å', 'google', 'circle', 'preview', 'user', 'sxsw', 'link', 'user', 'via', 'user', 'socbiz', 'fb']",Other Google product or service,Positive emotion,,rumor monger good read å google circle preview user sxsw link user via user socbiz fb,3
"['hobo', 'shotgun', 'video', 'game', 'coming', 'ipadiphone', 'user', 'yes', 'please', 'link', 'sxsw']",iPad or iPhone App,Positive emotion,Apple,hobo shotgun video game coming ipadiphone user yes please link sxsw,3
"['build', 'store', 'le', '24', 'hour', 'one', 'biggest', 'launch', 'company', 'history', 'got', 'apple', 'sxsw', 'ipad2']",Apple,Positive emotion,Apple,build store le 24 hour one biggest launch company history got apple sxsw ipad2,3
"['read', 'groupme', 'sxswsounds', 'like', 'incredible', 'app', 'available', 'android', 'phone', 'yet']",iPad or iPhone App,Positive emotion,Apple,read groupme sxswsounds like incredible app available android phone yet,3
"['iphone', 'alarm', 'botch', 'timechange', 'many', 'sxswers', 'freak', 'late', 'flight', 'missed', 'panel', 'behind', 'bloody', 'mary']",iPhone,Negative emotion,Apple,iphone alarm botch timechange many sxswers freak late flight missed panel behind bloody mary,1
"['shout', 'lady', 'holding', 'ipad', '2', 'free', 'sxsw', 'show', 'take', 'photo', 'sipping', 'free', 'beer', 'cc', 'user']",iPad,Positive emotion,Apple,shout lady holding ipad 2 free sxsw show take photo sipping free beer cc user,3
"['meant', 'also', 'wish', 'sxsw', 'dyac', 'stupid', 'iphone']",iPhone,Negative emotion,Apple,meant also wish sxsw dyac stupid iphone,1
"['rumor', 'apple', 'store', 'opening', 'sxsw', '6th', 'amp', 'congress', 'sign', 'point', 'yes', 'link']",Apple,Positive emotion,Apple,rumor apple store opening sxsw 6th amp congress sign point yes link,3
"['picked', 'ipad', '2', 'sxsw', 'pop', 'apple', 'store', '15', 'minute', 'wait']",iPad,Positive emotion,Apple,picked ipad 2 sxsw pop apple store 15 minute wait,3
"['brilliant', 'enlightening', 'game', 'mechanic', 'presentation', 'user', 'google', 'sxsw']",Google,Positive emotion,Google,brilliant enlightening game mechanic presentation user google sxsw,3
"['marketing', 'sale', 'genius', 'link', 'apple', 'sxsw']",Apple,Positive emotion,Apple,marketing sale genius link apple sxsw,3
"['need', 'sxsw', 'ipad', 'iphone', 'laptop', 'dictaphone', 'vidcamera', 'wow', 'love', 'meet', 'real', 'cerebellum', 'charged', 'people']",iPhone,Positive emotion,Apple,need sxsw ipad iphone laptop dictaphone vidcamera wow love meet real cerebellum charged people,3
"['sxsw', 'app', 'iphone', 'ridiculous', 'personal', 'planner', 'next', '5', 'day']",iPad or iPhone App,Positive emotion,Apple,sxsw app iphone ridiculous personal planner next 5 day,3
"['found', 'app', 'kyping', 'iphones', 'geolocation', 'amp', 'releasing', 'background', 'need', 'patch', 'user', 'batterykiller', 'sxsw']",iPad or iPhone App,Negative emotion,Apple,found app kyping iphones geolocation amp releasing background need patch user batterykiller sxsw,1
"['sxsw', 'app', 'iphone', 'live', 'rsvp', 'event', 'phone', 'amp', 'check', 'sundayswaggereventbritecom', '320', 'scoremore']",iPad or iPhone App,Positive emotion,Apple,sxsw app iphone live rsvp event phone amp check sundayswaggereventbritecom 320 scoremore,3
"['love', 'app', 'awesome', 'rt', 'user', 'must', 'see', 'android', 'app', 'sxsw', 'quotbizzyquot', 'link']",Android App,Positive emotion,Google,love app awesome rt user must see android app sxsw quotbizzyquot link,3
"['course', 'apple', 'built', 'temp', 'store', 'austin', 'texas', 'understand', 'concept', 'corralling', 'cattle', 'sxsw', 'pickmeupanipad2']",Apple,Negative emotion,Apple,course apple built temp store austin texas understand concept corralling cattle sxsw pickmeupanipad2,1
"['love', 'apple', 'let', 'something', 'like', 'retail', 'store', 'near', 'sxsw', 'keep', 'away', 'opening', 'popup', 'store', 'link']",Apple,Positive emotion,Apple,love apple let something like retail store near sxsw keep away opening popup store link,3
"['surprise', 'apple', 'opened', 'popup', 'store', 'austin', 'nerd', 'town', 'sxsw', 'get', 'new', 'link', 'cnet']",Apple,Positive emotion,Apple,surprise apple opened popup store austin nerd town sxsw get new link cnet,3
"['surprise', 'apple', 'opened', 'popup', 'store', 'austin', 'nerd', 'town', 'sxsw', 'get', 'new', 'ipads', 'link', 'cnet']",iPad,Positive emotion,Apple,surprise apple opened popup store austin nerd town sxsw get new ipads link cnet,3
"['surprise', 'apple', 'opened', 'popup', 'store', 'austin', 'nerd', 'town', 'sxsw', 'get', 'new', 'ipads', 'link']",Apple,Positive emotion,Apple,surprise apple opened popup store austin nerd town sxsw get new ipads link,3
"['\x89ûïuser', 'apple', 'great', 'example', 'retail', 'store', 'layed', 'future', 'register', 'checkout', 'line', 'sxsw']",Apple,Positive emotion,Apple,ûïuser apple great example retail store layed future register checkout line sxsw,3
"['\x89ûïuser', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'sxsw', 'ipad', '2', 'launch', 'link', 'gswsxsw']",Apple,Positive emotion,Apple,ûïuser apple opening temporary store downtown austin sxsw ipad 2 launch link gswsxsw,3
